,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
445,A14,9,A34,A46,1244,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,138.22222222222223,7.126890808898808,0.75,0,0,4976,mid_career,short_term,low_amount,0,0.19819512821570148,0,1244,110.94963277514968,1
268,A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,641.2857142857143,9.102643796520807,1.1666666666666667,0,1,8978,mid_career,medium_term,high_amount,1,0.5756279530069067,1,8978,2325.594492943204,0
851,A14,24,A34,A41,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,168.41666666666666,8.304742269640771,2.0,0,1,12126,mid_career,medium_term,high_amount,0,0.011277585450831053,1,4042,20.512800176516603,0
23,A12,12,A34,A41,1804,A62,A72,3,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,150.33333333333334,7.498315870766981,1.0,0,0,5412,mid_career,short_term,medium_low_amount,0,0.05591602832282643,0,1804,45.3926317924705,1
778,A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,158.63888888888889,8.65032450401942,3.0,1,1,22844,mid_career,long_term,high_amount,0,0.041426184975028285,1,5711,106.46322407657395,0
240,A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,38.125,6.82001636467413,2.0,0,0,3660,early_career,medium_term,low_amount,1,0.9172371898406723,0,915,377.6724129168968,1
300,A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,112.0,6.511745329644728,0.5,0,0,672,senior,short_term,low_amount,0,0.11596991036805138,0,672,35.06930089529874,1
500,A11,24,A32,A40,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,130.125,8.046869510959576,2.0,0,0,12492,early_career,medium_term,medium_high_amount,1,0.8669871196014509,0,3123,1218.420348531899,1
795,A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,255.66666666666663,7.741533589281828,0.75,0,0,4602,young,short_term,medium_low_amount,0,0.3351034357179616,0,2301,346.9828525141633,1
425,A12,18,A32,A41,2779,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,154.38888888888889,7.930206206684683,1.5,0,0,2779,young,medium_term,medium_high_amount,0,0.2387635562591463,0,2779,298.58576527987543,1
227,A11,12,A32,A42,7865,A61,A75,4,A93,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,655.4166666666666,8.970304952991755,1.0,0,1,31460,senior,short_term,high_amount,1,0.8719876944630099,1,7865,3086.1824476282077,0
651,A12,12,A32,A42,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,160.16666666666666,7.56164174558878,1.0,0,0,7688,mid_career,short_term,medium_low_amount,1,0.3505506638159013,0,1922,303.19126913437304,1
774,A13,12,A34,A40,1480,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,123.33333333333331,7.300472814267799,1.0,0,0,2960,senior,short_term,medium_low_amount,0,0.39864787244407984,0,1480,265.4994830477572,1
4,A11,24,A33,A40,4870,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,202.91666666666663,8.491054533806542,2.0,0,1,14610,senior,medium_term,high_amount,1,0.9205510338475769,1,4870,2017.3875906769647,0
61,A12,15,A34,A43,1537,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,102.46666666666668,7.338238150065589,1.25,0,0,6148,mid_career,medium_term,medium_low_amount,0,0.041214395616975597,0,1537,28.50593672848117,1
188,A11,12,A32,A43,674,A62,A74,4,A94,A101,1,A122,20,A143,A152,1,A173,1,A191,A201,56.166666666666664,6.51471269087253,1.0,0,0,2696,young,short_term,low_amount,1,0.43258289004093753,0,674,131.20239054941635,1
516,A11,6,A34,A40,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,226.83333333333337,7.216709486709457,0.5,0,0,2722,mid_career,short_term,low_amount,0,0.17874318764255165,0,1361,109.47126527168076,1
41,A12,12,A32,A43,1158,A63,A73,3,A91,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,96.5,7.055312843339752,1.0,0,0,3474,early_career,short_term,low_amount,0,0.46849495122881535,0,1158,244.1327190853357,1
97,A12,18,A32,A49,2622,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,145.66666666666666,7.872073979866873,1.5,0,0,10488,early_career,medium_term,medium_high_amount,0,0.35790443244713727,0,2622,422.2914398443773,1
714,A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,233.78333333333333,9.548810611260068,5.0,1,1,56108,early_career,very_long_term,high_amount,1,0.9710686622248398,1,14027,6129.531056262523,0
919,A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,139.375,8.11552088154677,2.0,0,0,13380,mid_career,medium_term,medium_high_amount,1,0.6197820829388967,0,3345,932.9269803437743,1
990,A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,297.0833333333333,8.179199798423086,1.0,0,0,7130,mid_career,short_term,medium_high_amount,0,0.06432963629131752,0,3565,103.20081902034613,1
700,A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,93.58333333333331,7.024649030453636,1.0,0,0,4492,early_career,short_term,low_amount,1,0.3904762707597044,0,1123,197.32718342841665,1
865,A14,15,A32,A42,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,148.06666666666666,7.706162970199576,1.25,0,0,4442,young,medium_term,medium_low_amount,0,0.3653587601249716,0,2221,365.1578128069029,1
868,A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,205.80555555555551,8.910585718290132,3.0,1,1,22227,mid_career,long_term,high_amount,0,0.2650356123532696,1,7409,883.6419833664186,0
65,A14,27,A32,A45,5190,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,192.22222222222223,8.55468163582723,2.25,0,1,20760,mid_career,long_term,high_amount,0,0.3780185846145694,1,5190,882.8624043673268,0
441,A11,12,A32,A42,1620,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,135.0,7.390798521735676,1.0,0,0,3240,early_career,short_term,medium_low_amount,0,0.6289281057225259,0,1620,458.4885890717214,1
838,A11,24,A34,A41,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,123.20833333333331,7.992268643270745,2.0,0,0,11828,senior,medium_term,medium_high_amount,0,0.22035586779838137,0,2957,293.21653548591615,1
822,A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,75.33333333333333,7.905810312658931,3.0,1,0,5424,mid_career,long_term,medium_high_amount,1,0.8270523924653937,0,2712,1009.3347397647665,0
901,A14,20,A34,A40,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,174.25,8.156510226079966,1.6666666666666667,0,0,6970,mid_career,medium_term,medium_high_amount,0,0.07327144176891184,0,3485,114.907938554096,1
117,A11,10,A34,A42,2132,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,213.2,7.665284718471351,0.8333333333333334,0,0,4264,early_career,short_term,medium_low_amount,0,0.16045917713422356,0,2132,153.9445345425741,1
934,A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,124.83333333333331,7.312553498102598,1.0,0,0,5992,young,short_term,medium_low_amount,0,0.8018957457536999,0,1498,540.5579222125691,1
900,A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,164.0625,7.873217054862741,1.3333333333333333,0,0,5250,mid_career,medium_term,medium_high_amount,1,0.37025802806588376,0,2625,437.36729565282525,1
488,A14,10,A32,A40,1418,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,141.8,7.257707677160043,0.8333333333333334,0,0,4254,early_career,short_term,medium_low_amount,0,0.05248809692713901,0,1418,33.4926546492074,1
124,A12,18,A32,A42,1924,A65,A72,4,A92,A101,3,A121,27,A143,A151,1,A173,1,A191,A201,106.88888888888889,7.562681246721884,1.5,0,0,7696,early_career,medium_term,medium_low_amount,1,0.6344037453900735,0,1924,549.2667627587257,1
920,A14,18,A34,A42,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,100.94444444444444,7.505492274737424,1.5,0,0,7268,early_career,medium_term,medium_low_amount,0,0.43413209825867866,0,1817,354.96811014120857,1
362,A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,187.25,7.717796211013582,1.0,0,0,4494,mid_career,short_term,medium_low_amount,0,0.4106120421988608,0,2247,415.19036646937815,1
386,A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,62.55555555555556,7.027314514039777,1.5,0,0,4504,young,medium_term,low_amount,0,0.3282919465227203,0,1126,166.3455293030624,1
492,A14,6,A34,A43,1237,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,206.16666666666663,7.121252453244542,0.5,0,0,1237,early_career,short_term,low_amount,0,0.06142512881289985,0,1237,34.1922979537007,1
545,A11,24,A33,A40,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,55.541666666666664,7.195937226475569,2.0,0,0,5332,mid_career,medium_term,low_amount,1,0.8593543972684464,0,1333,515.4837352014777,1
298,A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,139.72222222222223,7.830425617820331,1.5,0,0,7545,mid_career,medium_term,medium_high_amount,0,0.07490412815632189,0,2515,84.7727470409173,1
417,A11,18,A33,A46,8471,A65,A73,1,A92,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,470.6111111111111,9.044521887281242,1.5,0,1,8471,young,medium_term,high_amount,0,0.8677733577480048,1,8471,3307.9086510675065,0
749,A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,201.93333333333337,8.016317898503415,1.25,0,0,6058,early_career,medium_term,medium_high_amount,0,0.035477372996501416,0,3029,48.35743326288126,1
30,A12,18,A32,A49,1913,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,106.27777777777776,7.5569505720129,1.5,0,0,5739,mid_career,medium_term,medium_low_amount,0,0.367231620202881,0,1913,316.13134025165016,1
128,A12,12,A34,A41,1860,A61,A71,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,155.0,7.528869256642251,1.0,0,0,7440,early_career,short_term,medium_low_amount,0,0.11170025982624533,0,1860,93.49311747456734,1
289,A11,24,A33,A43,1024,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,42.666666666666664,6.932447891572509,2.0,0,0,4096,mid_career,medium_term,low_amount,1,0.8475534197118058,0,1024,390.5526158032001,1
216,A11,18,A30,A49,3104,A61,A74,3,A93,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,172.44444444444446,8.040768994367578,1.5,0,0,9312,early_career,medium_term,medium_high_amount,0,0.6923716751768682,0,3104,967.1047558870495,1
966,A12,27,A34,A43,2520,A63,A73,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,93.33333333333331,7.83241092718792,2.25,0,0,10080,young,long_term,medium_high_amount,1,0.2094558415288508,0,2520,237.5229242937168,1
346,A12,13,A34,A43,882,A61,A72,4,A93,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,67.84615384615384,6.78332520060396,1.0833333333333333,0,0,3528,young,medium_term,low_amount,0,0.3451629465444183,0,882,136.99517348347962,1
537,A12,18,A34,A42,3612,A61,A75,3,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,200.66666666666663,8.19229373114764,1.5,0,0,10836,mid_career,medium_term,medium_high_amount,0,0.21042646417952326,0,3612,342.02717487739716,1
47,A11,6,A32,A41,1352,A63,A71,1,A92,A101,2,A122,23,A143,A151,1,A171,1,A192,A201,225.33333333333337,7.210079628170788,0.5,0,0,1352,young,short_term,low_amount,0,0.31208671818740796,0,1352,189.87355934521904,1
112,A12,18,A32,A40,6260,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,347.77777777777777,8.74209519574531,1.5,0,1,18780,early_career,medium_term,high_amount,0,0.7541023748554261,1,6260,2124.3063899677354,0
875,A12,11,A34,A40,1322,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,120.1818181818182,7.187657164114956,0.9166666666666666,0,0,5288,mid_career,short_term,low_amount,0,0.21714657720241193,0,1322,129.18049877771486,1
46,A14,36,A32,A43,2299,A63,A75,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A191,A201,63.861111111111114,7.7406644019172415,3.0,1,0,9196,mid_career,long_term,medium_low_amount,0,0.24315764002995807,0,2299,251.55873649299312,0
668,A11,12,A34,A40,4843,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,403.5833333333333,8.485496104672983,1.0,0,1,14529,mid_career,short_term,high_amount,1,0.634271669774066,1,4843,1382.2999635221108,0
234,A14,4,A34,A43,1544,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,386.0,7.342779189331845,0.3333333333333333,0,0,3088,mid_career,short_term,medium_low_amount,0,0.030773804283999034,0,1544,21.38163921652253,1
724,A14,27,A32,A40,2570,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,95.1851851851852,7.852050207265889,2.25,0,0,7710,young,long_term,medium_high_amount,1,0.42110902633127184,0,2570,487.0125889521159,1
761,A11,18,A34,A42,2124,A61,A73,4,A92,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,118.0,7.661527081358517,1.5,0,0,8496,young,medium_term,medium_low_amount,1,0.772370727941264,0,2124,738.2319417662602,1
430,A14,5,A32,A49,3448,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,689.6,8.145839612936841,0.4166666666666667,0,0,3448,senior,short_term,medium_high_amount,0,0.07220015929240527,0,3448,112.025767158096,1
187,A12,16,A34,A40,1175,A61,A71,2,A93,A101,3,A123,68,A143,A153,3,A171,1,A192,A201,73.4375,7.069874128458572,1.3333333333333333,0,0,2350,senior,medium_term,low_amount,0,0.3896298555645658,0,1175,206.0167861297642,1
259,A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,104.9090909090909,7.051855622955894,0.9166666666666666,0,0,4616,senior,short_term,low_amount,0,0.1600818250225629,0,1154,83.13049173421693,1
571,A14,30,A34,A43,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,198.46666666666667,8.691986481789401,2.5,0,1,17862,mid_career,long_term,high_amount,0,0.14125067755074044,1,5954,378.45294036169884,0
681,A14,12,A32,A43,2279,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,189.91666666666663,7.731930721948486,1.0,0,0,9116,mid_career,short_term,medium_low_amount,0,0.03619094558074639,0,2279,37.11562424033446,1
514,A14,24,A32,A40,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,93.95833333333331,7.721348612617949,2.0,0,0,9020,senior,medium_term,medium_low_amount,0,0.34757569862690724,0,2255,352.7024401816541,1
877,A14,36,A32,A43,3595,A61,A75,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,99.86111111111111,8.18757739559151,3.0,1,0,14380,early_career,long_term,medium_high_amount,0,0.32467086060559114,1,3595,525.2362847446951,0
412,A14,12,A34,A49,2292,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,191.0,7.737616282857904,1.0,0,0,9168,mid_career,short_term,medium_low_amount,1,0.08423409150286855,0,2292,86.87904197605862,1
570,A11,24,A32,A42,3234,A61,A72,4,A92,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,134.75,8.081784206935001,2.0,0,0,12936,young,medium_term,medium_high_amount,1,0.8605221217515365,0,3234,1252.317843785011,1
801,A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,99.72222222222224,7.493317248862145,1.5,0,0,5385,mid_career,medium_term,medium_low_amount,0,0.43785840000738446,0,1795,353.6801226059648,1
779,A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,215.11111111111111,8.261784679514752,1.5,0,0,7744,senior,medium_term,medium_high_amount,0,0.6708897557567649,0,3872,1168.958310430587,1
159,A14,6,A34,A43,1898,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,316.3333333333333,7.549082710812286,0.5,0,0,1898,early_career,short_term,medium_low_amount,0,0.018304186346208177,0,1898,15.633605558296404,1
562,A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,113.83333333333331,6.52795791762255,0.5,0,0,1366,early_career,short_term,low_amount,0,0.6060527270653434,0,683,186.2703056635333,1
683,A14,24,A34,A43,5103,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,212.625,8.537779825024625,2.0,0,1,15309,mid_career,medium_term,high_amount,0,0.329354320585369,1,5103,756.3127940762122,0
85,A14,12,A34,A49,1412,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,117.66666666666669,7.253470382684528,1.0,0,0,5648,early_career,short_term,medium_low_amount,0,0.03657612528324679,0,1412,23.24047000497501,1
551,A14,6,A31,A43,1750,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,291.6666666666667,7.467942332285852,0.5,0,0,3500,mid_career,short_term,medium_low_amount,0,0.17105928413974716,0,1750,134.7091862600509,1
329,A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,178.0,6.974478911025045,0.5,0,0,4272,early_career,short_term,low_amount,0,0.4885778453589502,0,1068,234.8105124795115,1
122,A14,12,A32,A42,1768,A61,A73,3,A93,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,147.33333333333334,7.478169694159785,1.0,0,0,5304,young,short_term,medium_low_amount,0,0.24026048256891055,0,1768,191.15123993182524,1
887,A12,48,A32,A49,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,326.5,9.659694765654068,4.0,1,1,31344,young,very_long_term,high_amount,1,0.7975781727951698,1,15672,5624.840305820657,0
671,A14,36,A32,A49,5742,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,159.5,8.655737000864297,3.0,1,1,11484,early_career,long_term,high_amount,0,0.21626810915152864,1,5742,558.8151672366348,0
678,A11,24,A32,A43,2384,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,99.33333333333331,7.776954403322442,2.0,0,0,9536,senior,medium_term,medium_high_amount,0,0.8373089338268895,0,2384,898.2650242094871,1
338,A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,173.70833333333334,8.335671314792847,2.0,0,1,16676,early_career,medium_term,high_amount,0,0.8191636648098305,1,4169,1536.7919933664825,0
11,A11,48,A32,A49,4308,A61,A72,3,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,89.75,8.368461137615839,4.0,1,1,12924,young,very_long_term,high_amount,1,0.9439577657745464,1,4308,1829.9565247305356,0
21,A11,6,A32,A43,2647,A63,A73,2,A93,A101,3,A121,44,A143,A151,1,A173,2,A191,A201,441.1666666666667,7.881559917056899,0.5,0,0,5294,mid_career,short_term,medium_high_amount,0,0.2535078814402124,0,2647,301.96591297750905,1
818,A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,440.47222222222223,9.671429383832344,3.0,1,1,31714,mid_career,long_term,high_amount,0,0.956704372959367,1,15857,6826.7075589075075,0
858,A11,15,A32,A40,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,263.93333333333334,8.283999304248526,1.25,0,0,11877,early_career,medium_term,medium_high_amount,1,0.6746937815751323,0,3959,1202.0007065651769,1
273,A12,48,A32,A43,3060,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,63.75,8.026496938945412,4.0,1,0,12240,early_career,very_long_term,medium_high_amount,1,0.39410090433089606,1,3060,542.6769452636439,0
317,A12,24,A32,A42,4351,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,181.29166666666663,8.378390788535778,2.0,0,1,4351,mid_career,medium_term,high_amount,0,0.2837297769437747,1,4351,555.5287167670638,0
373,A14,60,A34,A40,13756,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,229.26666666666668,9.529303064460995,5.0,1,1,27512,senior,very_long_term,high_amount,0,0.5598974383760905,1,13756,3465.8771230356756,0
729,A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,53.125,7.151485463904735,2.0,0,0,2550,mid_career,medium_term,low_amount,0,0.17303887955665767,0,1275,99.28105714563235,1
933,A14,12,A34,A43,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,43.5,6.259581464064923,1.0,0,0,2088,mid_career,short_term,low_amount,0,0.03391203595069357,0,522,7.96593724481792,1
831,A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,67.55555555555556,7.104144092987527,1.5,0,0,4864,young,medium_term,low_amount,1,0.9504672332310089,0,1216,520.0956700240081,1
739,A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,142.66666666666666,8.361941906144946,2.5,0,1,17120,early_career,long_term,high_amount,1,0.9134324192545482,1,4280,1759.2708394842598,0
277,A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,105.16666666666669,7.141245122350491,1.0,0,0,2524,mid_career,short_term,low_amount,0,0.42385581207881257,0,1262,240.70771567955765,1
435,A12,12,A32,A43,1484,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,123.66666666666669,7.3031700512368,1.0,0,0,2968,young,short_term,medium_low_amount,1,0.10714985640882926,0,1484,71.55467410981618,1
6,A14,24,A32,A42,2835,A63,A75,3,A93,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,118.125,7.950149887652018,2.0,0,0,8505,senior,medium_term,medium_high_amount,0,0.1595166040376064,0,2835,203.50330760097637,1
276,A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,133.55555555555554,7.785305182539862,1.5,0,0,4808,early_career,medium_term,medium_high_amount,0,0.07471377836393019,0,2404,80.82536543409968,1
330,A11,24,A34,A41,6615,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,275.625,8.797246236703527,2.0,0,1,13230,senior,medium_term,high_amount,0,0.5054377388107555,1,6615,1504.5617890049164,0
1,A12,48,A32,A43,5951,A61,A73,2,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,123.97916666666669,8.691482576512929,4.0,1,1,11902,young,very_long_term,high_amount,1,0.7411665765733247,1,5951,1984.807033734535,0
166,A11,18,A32,A42,1131,A61,A71,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,62.833333333333336,7.0317412587631285,1.5,0,0,4524,early_career,medium_term,low_amount,1,0.9108069404730916,0,1131,463.55519235378,1
796,A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,417.27777777777777,8.9242570208881,1.5,0,1,7511,senior,medium_term,high_amount,1,0.1569505611337992,1,7511,530.4850491041846,0
473,A14,6,A32,A48,1238,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,206.33333333333337,7.122059881629142,0.5,0,0,4952,mid_career,short_term,low_amount,0,0.05264670587149873,0,1238,29.329479841011945,1
138,A12,15,A34,A43,2728,A65,A74,4,A93,A103,2,A121,35,A141,A152,3,A173,1,A192,A201,181.86666666666667,7.911690520708339,1.25,0,0,10912,early_career,medium_term,medium_high_amount,0,0.0761999454295059,0,2728,93.54305300926143,1
199,A12,18,A33,A42,4297,A61,A75,4,A91,A101,3,A124,40,A143,A152,1,A174,1,A192,A201,238.72222222222223,8.365905077202456,1.5,0,1,17188,mid_career,medium_term,high_amount,1,0.8645923595837863,1,4297,1671.8190161091886,0
840,A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,143.86111111111111,8.55256033525353,3.0,1,1,20716,early_career,long_term,high_amount,1,0.8432990152166788,1,5179,1965.350519913231,0
936,A13,9,A32,A43,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,82.77777777777777,6.61472560020376,0.75,0,0,2235,early_career,short_term,low_amount,1,0.33482011089982944,0,745,112.24844217916782,1
853,A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,80.11111111111111,7.274479558773871,1.5,0,0,5768,early_career,medium_term,medium_low_amount,1,0.829622978747636,0,1442,538.342350909341,1
43,A11,30,A34,A41,6187,A62,A74,1,A94,A101,4,A123,24,A143,A151,2,A173,1,A191,A201,206.23333333333332,8.730367211692958,2.5,0,1,6187,young,long_term,high_amount,0,0.3306137829677529,1,6187,920.4783638496692,0
431,A12,24,A32,A410,11328,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,472.0,9.335121088873487,2.0,0,1,22656,early_career,medium_term,high_amount,1,0.8706716517383899,1,11328,4438.335811901617,0
647,A14,12,A32,A40,1386,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,115.5,7.234898420314831,1.0,0,0,2772,early_career,short_term,medium_low_amount,1,0.13012204414617556,0,1386,81.1571189339697,1
383,A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,110.83333333333331,7.193685818395112,1.0,0,0,5320,early_career,short_term,low_amount,0,0.6317686267124658,0,1330,378.1135230874108,1
803,A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,81.33333333333333,6.884486652042782,1.0,0,0,3904,early_career,short_term,low_amount,0,0.04207634748651725,0,976,18.479931816078377,1
817,A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,259.0,7.349230824613334,0.5,0,0,1554,young,short_term,medium_low_amount,0,0.0463141951988907,0,1554,32.387516702584264,1
