,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd,base_pd,base_lgd,base_ead,base_expected_loss,base_expected_loss_rate,mild_stress_pd,mild_stress_lgd,mild_stress_ead,mild_stress_expected_loss,mild_stress_expected_loss_rate,adverse_stress_pd,adverse_stress_lgd,adverse_stress_ead,adverse_stress_expected_loss,adverse_stress_expected_loss_rate,severe_stress_pd,severe_stress_lgd,severe_stress_ead,severe_stress_expected_loss,severe_stress_expected_loss_rate
50,A12,24,A33,A42,2333,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,97.20833333333331,7.755338812846501,2.0,0,0,9332,early_career,medium_term,medium_high_amount,0,0.5976147920967961,0,2333,627.4058894828215,1,0.2280886183181887,0,0.4267964075046252,0.0293808291317522,,,,elevated_risk,medium_high_exposure,0,0,0,0.5976147920967961,0.45,2333.0,627.4058894828215,0.2689266564435583,0.7072570109113155,0.5,2333.0,825.0153032280496,0.35362850545565777,0.8268992297258351,0.55,2402.9900000000002,1092.8668190213866,0.45479457634920933,1.0,0.65,2449.65,1592.2725,0.65
413,A14,10,A32,A40,1597,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,159.7,7.37650812632622,0.8333333333333334,0,0,4791,mid_career,short_term,medium_low_amount,0,0.1181422167531101,0,1597,84.9029040696226,1,0.2673594961018731,0,0.5119860363855706,0.0227329558181756,,,,low_risk,medium_low_exposure,0,0,0,0.1181422167531101,0.45,1597.0,84.90290406962258,0.05316399753889955,0.1358635492660766,0.5,1597.0,108.48704408896216,0.0679317746330383,0.15358488177904314,0.55,1644.91,138.94831933794126,0.08447168497847375,0.18312043596732067,0.65,1676.8500000000001,199.5925769836711,0.11902828337875844
193,A14,6,A32,A43,2108,A61,A74,2,A94,A101,2,A121,29,A143,A151,1,A173,1,A191,A201,351.3333333333333,7.653969180478774,0.5,0,0,4216,early_career,short_term,medium_low_amount,0,0.1134384810957883,0,2108,107.6077431674648,1,0.117745685908339,0,0.2197184131204863,0.0157729586961917,,,,low_risk,medium_low_exposure,0,0,0,0.1134384810957883,0.45,2108.0,107.60774316746479,0.05104731649310474,0.13045425326015653,0.5,2108.0,137.49878293620498,0.06522712663007826,0.1474700254245248,0.55,2171.2400000000002,176.1060499015099,0.08110851398348864,0.17582964569847187,0.65,2213.4,252.96786956284848,0.11428926970400671
350,A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,137.33333333333334,7.1204443723924875,0.75,0,0,1236,young,short_term,low_amount,0,0.263935730811415,0,1236,146.80105347730904,1,0.1861937072731449,0,0.3488991136254514,0.0234883009208385,,,,moderate_risk,low_exposure,0,0,0,0.263935730811415,0.45,1236.0,146.80105347730904,0.11877107886513677,0.3035260904331273,0.5,1236.0,187.57912388767267,0.15176304521656364,0.34311645005483954,0.55,1273.08,240.24807962969834,0.18871404753016177,0.4091003827576933,0.65,1297.8,345.1048098829074,0.26591524879250067
994,A14,12,A32,A40,2390,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,199.16666666666663,7.779466967458324,1.0,0,0,9560,mid_career,short_term,medium_high_amount,0,0.0385309941801878,0,2390,41.440084240792025,1,0.0678463650618508,0,0.1267851123620094,0.0089076177616922,,,,low_risk,medium_high_exposure,0,0,0,0.0385309941801878,0.45,2390.0,41.44008424079198,0.01733894738108451,0.044310643307215965,0.5,2390.0,52.951218752123076,0.022155321653607982,0.05009029243424414,0.55,2461.7000000000003,67.81900008695835,0.02754966083883428,0.05972304097929109,0.65,2509.5,97.41873136939515,0.03881997663653921
722,A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,102.33333333333331,7.113956109566034,1.0,0,0,4912,young,short_term,low_amount,1,0.8211422200002696,0,1228,453.763190772149,1,0.0495382298640574,0,0.0959500925142833,0.0031263672138315,,,,high_risk,low_exposure,0,0,0,0.8211422200002696,0.45,1228.0,453.763190772149,0.36951399900012133,0.96431355300031,0.5,1228.0,592.0885215421903,0.4821567765001549,1.0,0.55,1264.8400000000001,695.6620000000001,0.55,1.0,0.65,1289.4,838.1100000000001,0.65
874,A11,12,A32,A42,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,299.1666666666667,8.186185994226083,1.0,0,0,7180,early_career,short_term,medium_high_amount,0,0.5877004099397078,0,3590,949.430012257598,1,0.177962171129073,0,0.3224805757081407,0.0334437665500053,,,,elevated_risk,medium_high_exposure,0,0,0,0.5877004099397078,0.45,3590.0,949.430012257598,0.26446518447286854,0.695855471430664,0.5,3590.0,1249.0605712180418,0.347927735715332,0.8140105329216203,0.55,3697.7000000000003,1655.4817111713517,0.4477057931068912,0.9909356354065472,0.65,3769.5,2427.9657204822365,0.6441081630142557
546,A14,24,A34,A40,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,84.25,7.612336837167746,2.0,0,0,8088,mid_career,medium_term,medium_low_amount,0,0.2026303754324878,0,2022,184.37337860602065,1,0.0637813688521251,0,0.1225971690420985,0.0049655686621517,,,,moderate_risk,medium_low_exposure,0,0,0,0.2026303754324878,0.45,2022.0,184.37337860602065,0.09118366894461952,0.23302493174736094,0.5,2022.0,235.5882059965819,0.11651246587368047,0.26341948806223414,0.55,2082.66,301.7372770542309,0.14488071843422878,0.3140770819203561,0.65,2123.1,433.4310842063202,0.20415010324823146
759,A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,57.583333333333336,6.539585955617669,1.0,0,0,2764,early_career,short_term,low_amount,1,0.5010944489367375,0,691,155.81531889687852,1,0.0576875091033687,0,0.1086287157520243,0.006746302454713,,,,elevated_risk,low_exposure,0,0,0,0.5010944489367375,0.45,691.0,155.81531889687852,0.22549250202153187,0.5962586162772481,0.5,691.0,206.0073519237892,0.29812930813862404,0.7014227836177588,0.55,711.73,274.5730007813471,0.38578253098976734,0.8566963958519431,0.65,725.5500000000001,404.02444550674534,0.5568526573037631
233,A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,48.111111111111114,6.7650389767805414,1.5,0,0,3464,young,medium_term,low_amount,0,0.6138241304289804,0,866,239.20726362817368,1,0.1789575684419315,0,0.3463757151417619,0.0115394217421012,,,,high_risk,low_exposure,0,0,0,0.6138241304289804,0.45,866.0,239.20726362817368,0.2762208586930412,0.7258977499933275,0.5,866.0,314.31372574711077,0.36294887499666373,0.8479713695576746,0.55,891.98,416.0054262199301,0.4663842532567211,1.0,0.65,909.3000000000001,591.0450000000001,0.65
809,A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,118.53333333333332,7.483806687665835,1.25,0,0,3556,early_career,medium_term,medium_low_amount,1,0.8379476288390754,0,1778,670.4418978341442,1,0.2549907316936836,0,0.4679108171405026,0.0420706462468645,,,,high_risk,medium_low_exposure,0,0,0,0.8379476288390754,0.45,1778.0,670.4418978341442,0.3770764329775839,0.9836397731649366,0.5,1778.0,874.4557583436286,0.4918198865824683,1.0,0.55,1831.3400000000001,1007.2370000000002,0.55,1.0,0.65,1866.9,1213.4850000000001,0.65
306,A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,160.36666666666667,8.47886807709457,2.5,0,1,9622,young,long_term,high_amount,0,0.1370609348703461,1,4811,296.73007094755576,0,0.3172076092060498,0,0.5886628701194596,0.04575234829264,,,,low_risk,high_exposure,0,0,0,0.1370609348703461,0.45,4811.0,296.73007094755576,0.061677420691655736,0.16762007510089802,0.5,4811.0,403.2100906552102,0.08381003755044901,0.20817921533144992,0.55,4955.33,567.3781911096166,0.11449856843229747,0.26244444904903647,0.65,5051.55,861.7383167858792,0.1705888918818737
490,A14,12,A34,A43,1934,A61,A75,2,A93,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,161.16666666666666,7.567862605463883,1.0,0,0,3868,early_career,short_term,medium_low_amount,0,0.0906198539284919,0,1934,78.8664588739665,1,0.0557602157899855,0,0.104231124453998,0.0072893071259729,,,,low_risk,medium_low_exposure,0,0,0,0.0906198539284919,0.45,1934.0,78.8664588739665,0.04077893426782135,0.10421283201776567,0.5,1934.0,100.77380856117941,0.052106416008882835,0.11780581010703947,0.55,1992.02,129.06934141718364,0.06479319555887171,0.14046077358916245,0.65,2030.7,185.40190040288294,0.0912995028329556
288,A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,91.0,6.996681488176539,1.0,0,0,4368,mid_career,short_term,low_amount,0,0.2959814002406968,0,1092,145.44526007827844,1,0.1616222799005071,0,0.3033190614334077,0.0199254983676064,,,,moderate_risk,low_exposure,0,0,0,0.2959814002406968,0.45,1092.0,145.4452600782784,0.13319163010831356,0.3403786102768013,0.5,1092.0,185.84672121113348,0.17018930513840064,0.38477582031290586,0.55,1124.76,238.02924841032922,0.21162670117209825,0.4587711703730801,0.65,1146.6000000000001,341.91756556735294,0.2982012607425021
727,A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,104.55555555555556,7.540621528657152,1.5,0,0,7528,young,medium_term,medium_low_amount,1,0.9428424763016228,0,1882,798.4932931798444,1,0.1312163483056873,0,0.2449968844467229,0.0174358121646517,,,,high_risk,medium_low_exposure,0,0,0,0.9428424763016228,0.45,1882.0,798.4932931798443,0.42427911433573023,1.0,0.5,1882.0,941.0,0.5,1.0,0.55,1938.46,1066.153,0.55,1.0,0.65,1976.1000000000001,1284.4650000000001,0.65
198,A12,24,A32,A41,2760,A65,A75,4,A93,A101,4,A124,36,A141,A153,1,A173,1,A192,A201,115.0,7.923348211930154,2.0,0,0,11040,mid_career,medium_term,medium_high_amount,0,0.1918153073312979,0,2760,238.234611705472,1,0.1868388448387916,0,0.3519139077876093,0.0217637818899739,,,,low_risk,medium_high_exposure,0,0,0,0.1918153073312979,0.45,2760.0,238.234611705472,0.08631688829908406,0.22058760343099257,0.5,2760.0,304.41089273476973,0.11029380171549628,0.24935989953068727,0.55,2842.8,389.8841773122108,0.137147944741878,0.2973137263635117,0.65,2898.0,560.049866350947,0.19325392213628262
583,A12,36,A32,A45,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,66.22222222222223,7.776954403322442,3.0,1,0,9536,early_career,long_term,medium_high_amount,1,0.937259644625055,0,2384,1005.492146753759,0,0.2507330247430167,0,0.4641502209813669,0.0373158285046665,,,,high_risk,medium_high_exposure,0,0,0,0.937259644625055,0.45,2384.0,1005.492146753759,0.42176684008127474,1.0,0.5,2384.0,1192.0,0.5,1.0,0.55,2455.52,1350.536,0.55,1.0,0.65,2503.2000000000003,1627.0800000000002,0.65
752,A12,12,A32,A49,841,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,70.08333333333333,6.7357800142423265,1.0,0,0,1682,young,short_term,low_amount,0,0.3754423203934623,0,841,142.08614615290583,1,0.1792447721373045,0,0.3353627744245562,0.0231267698500527,,,,moderate_risk,low_exposure,0,0,0,0.3754423203934623,0.45,841.0,142.08614615290583,0.16894904417705806,0.4317586684524816,0.5,841.0,181.55452008426852,0.2158793342262408,0.48807501651150104,0.55,866.23,232.53187185401669,0.2684412590813256,0.5819355966098666,0.65,883.0500000000001,334.02084858112283,0.3782581377964134
301,A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,105.66666666666669,8.244071270295786,3.0,1,0,15216,mid_career,long_term,medium_high_amount,1,0.7459822725677848,1,3804,1276.9724541815342,0,0.2013057816569411,0,0.3878382550843604,0.0147733082295218,,,,high_risk,medium_high_exposure,0,0,0,0.7459822725677848,0.45,3804.0,1276.9724541815342,0.3356920226555032,0.8878796134529525,0.5,3804.0,1688.7470247875158,0.44393980672647626,1.0,0.55,3918.12,2154.966,0.5499999999999999,1.0,0.65,3994.2000000000003,2596.2300000000005,0.65
591,A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,81.875,7.583756300707112,2.0,0,0,7860,mid_career,medium_term,medium_low_amount,0,0.595537140592342,0,1965,526.6037165687784,1,0.2147893259773909,0,0.4042772873748091,0.0253013645799726,,,,elevated_risk,medium_low_exposure,0,0,0,0.595537140592342,0.45,1965.0,526.6037165687784,0.2679917132665539,0.7048677116811932,0.5,1965.0,692.5325267267723,0.3524338558405966,0.8241982827700446,0.55,2023.95,917.4748629268375,0.4533090555235246,1.0,0.65,2063.25,1341.1125,0.65
125,A11,12,A34,A40,2121,A61,A73,4,A93,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,176.75,7.660114319173928,1.0,0,0,8484,early_career,short_term,medium_low_amount,0,0.4621625080489069,0,2121,441.1110058072792,1,0.0510075934985322,0,0.0944313580087937,0.0075838289882707,,,,elevated_risk,medium_low_exposure,0,0,0,0.4621625080489069,0.45,2121.0,441.11100580727924,0.20797312862200812,0.5514868842562429,0.5,2121.0,584.8518407537456,0.27574344212812146,0.6508112604635791,0.55,2184.63,781.9799921706019,0.3579461932549685,0.7963518874758057,0.65,2227.05,1152.7850561519456,0.5176287268592737
489,A14,6,A32,A40,3518,A61,A73,2,A93,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,586.3333333333334,8.165932137321585,0.5,0,0,7036,early_career,short_term,medium_high_amount,0,0.1654079739259386,0,3518,261.8573635221535,1,0.1991432121515251,0,0.3294930155105908,0.0687934087924594,,,,low_risk,medium_high_exposure,0,0,0,0.1654079739259386,0.45,3518.0,261.85736352215343,0.07443358826667237,0.19021917001482935,0.5,3518.0,334.5955200560848,0.09510958500741468,0.21503036610372017,0.55,3623.54,428.5441230353108,0.11826670135704609,0.25638235958520483,0.65,3693.9,615.5830187466623,0.16664853373038316
606,A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,188.58333333333337,8.417814747435958,2.0,0,1,13578,senior,medium_term,high_amount,0,0.1540193899686941,1,4526,313.69129154923934,0,0.2182797600102264,0,0.372193753250345,0.0643657667701079,,,,low_risk,high_exposure,0,0,0,0.1540193899686941,0.45,4526.0,313.69129154923934,0.06930872548591235,0.18712229846399822,0.5,4526.0,423.457761424028,0.09356114923199911,0.23022520695930235,0.55,4661.78,590.2925959143051,0.1266238638276163,0.28873005445147587,0.65,4752.3,891.8856945503368,0.18767453539345932
623,A11,12,A32,A42,1858,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,154.83333333333334,7.527793987721444,1.0,0,0,7432,young,short_term,medium_low_amount,0,0.871890464532773,0,1858,728.9876173958514,1,0.105498170942524,0,0.2007152018318302,0.0102811400532177,,,,high_risk,medium_low_exposure,0,0,0,0.871890464532773,0.45,1858.0,728.9876173958514,0.39235070903974784,1.0,0.5,1858.0,929.0,0.5,1.0,0.55,1913.74,1052.557,0.55,1.0,0.65,1950.9,1268.085,0.65
72,A11,8,A34,A410,1164,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,145.5,7.060476365999801,0.6666666666666666,0,0,3492,senior,short_term,low_amount,0,0.5119507942542748,0,1164,268.1598260303892,1,0.2848922768613563,0,0.5367520910053836,0.033032462717329,,,,elevated_risk,low_exposure,0,0,0,0.5119507942542748,0.45,1164.0,268.1598260303892,0.2303778574144237,0.608743413392416,0.5,1164.0,354.2886665943861,0.304371706696208,0.7155360325305573,0.55,1198.92,471.82875306684474,0.39354481789180656,0.873523731094126,0.65,1222.2,693.9534576931064,0.5677904252111818
754,A14,12,A33,A45,1555,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,129.58333333333334,7.349873704738337,1.0,0,0,6220,senior,short_term,medium_low_amount,1,0.1545848906139936,0,1555,108.17077720714208,1,0.2802720743323376,0,0.5215037967405158,0.0390403519241592,,,,low_risk,medium_low_exposure,0,0,0,0.1545848906139936,0.45,1555.0,108.17077720714204,0.06956320077629713,0.17777262420609263,0.5,1555.0,138.21821532023702,0.08888631210304632,0.20096035779819169,0.55,1601.65,177.02748638711057,0.11052819678900544,0.2396065804516901,0.65,1632.75,254.29146875112303,0.15574427729359855
512,A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,179.13333333333333,7.89655270164304,1.25,0,0,5374,early_career,medium_term,medium_high_amount,0,0.1542136327922934,0,2687,186.46741409080164,1,0.1349682117164711,0,0.2583688429547157,0.0115675804782265,,,,low_risk,medium_high_exposure,0,0,0,0.1542136327922934,0.45,2687.0,186.46741409080155,0.06939613475653203,0.17734567771113738,0.5,2687.0,238.26391800491308,0.08867283885556869,0.2004777226299814,0.55,2767.61,305.1642824603796,0.11026274744648977,0.23903113082805474,0.65,2821.35,438.35381262512595,0.15537023503823558
217,A13,36,A32,A43,3913,A61,A73,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A192,A201,108.69444444444444,8.272315147956022,3.0,1,0,7826,young,long_term,medium_high_amount,0,0.3424878105579682,1,3913,603.0696612209983,0,0.1547030813351706,0,0.2847742666515573,0.024631896018784,,,,moderate_risk,medium_high_exposure,0,0,0,0.3424878105579682,0.45,3913.0,603.0696612209982,0.15411951475108568,0.4038609821416634,0.5,3913.0,790.1540115601645,0.20193049107083172,0.4752341537253586,0.55,4030.3900000000003,1053.4584394582316,0.26137878454894725,0.5808561063648507,0.65,4108.650000000001,1551.2473869203639,0.377556469137153
105,A12,24,A34,A410,11938,A61,A73,2,A93,A102,3,A123,39,A143,A152,2,A174,2,A192,A201,497.4166666666667,9.387565631345389,2.0,0,1,23876,mid_career,medium_term,high_amount,1,0.5388935953948721,1,11938,2894.9902838207927,0,0.3678574963463579,1,0.678476131314247,0.0572388613784688,,,,elevated_risk,high_exposure,0,1,0,0.5388935953948721,0.45,11938.0,2894.9902838207927,0.24250211792769247,0.6597276347041029,0.5,11938.0,3937.91425154879,0.32986381735205145,0.8105616740133339,0.55,12296.14,5481.7289022662735,0.4458089207073337,1.0,0.65,12534.9,8147.685,0.65
656,A12,12,A32,A40,888,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,74.0,6.790097235513905,1.0,0,0,3552,mid_career,short_term,low_amount,1,0.7951344465356782,0,888,317.73572483565704,1,0.1467739846062671,0,0.2716001268606619,0.0219478423518723,,,,high_risk,low_exposure,0,0,0,0.7951344465356782,0.45,888.0,317.73572483565704,0.3578105009410552,0.9344046135160299,0.5,888.0,414.87564840111725,0.46720230675801494,1.0,0.55,914.64,503.052,0.55,1.0,0.65,932.4000000000001,606.0600000000001,0.65
399,A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,63.166666666666664,7.324489979348532,2.0,0,0,6064,mid_career,medium_term,medium_low_amount,0,0.0517275776296353,0,1516,35.288553458937244,1,0.1732428950162703,0,0.3230713590743337,0.023414430958207,,,,low_risk,medium_low_exposure,0,0,0,0.0517275776296353,0.45,1516.0,35.2885534589372,0.023277409933335883,0.05948671427408059,0.5,1516.0,45.09092941975309,0.029743357137040297,0.06724585091852589,0.55,1561.48,57.7516782107429,0.036985218005189245,0.08017774532593472,0.65,1591.8,82.95750775638489,0.05211553446185758
208,A11,24,A32,A49,6568,A61,A73,2,A94,A101,2,A123,21,A142,A152,1,A172,1,A191,A201,273.6666666666667,8.790116892892472,2.0,0,1,13136,young,medium_term,high_amount,0,0.8908586728567509,1,6568,2633.021893495413,0,0.214634408431703,0,0.4033493193075816,0.0259194975558243,,,,high_risk,high_exposure,1,1,0,0.8908586728567509,0.45,6568.0,2633.021893495413,0.40088640278553794,1.0,0.5,6568.0,3284.0,0.5,1.0,0.55,6765.04,3720.7720000000004,0.55,1.0,0.65,6896.400000000001,4482.660000000001,0.65
980,A12,30,A34,A42,8386,A61,A74,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,279.53333333333336,9.034438166984412,2.5,0,1,16772,mid_career,long_term,high_amount,1,0.3447854906681174,1,8386,1301.1170061342748,0,0.1466626321250816,0,0.2760013588260502,0.0173239054241129,,,,moderate_risk,high_exposure,0,0,0,0.3447854906681174,0.45,8386.0,1301.1170061342748,0.15515347080065284,0.406503314268335,0.5,8386.0,1704.4683967271287,0.2032516571341675,0.4782211378685527,0.55,8637.58,2271.8703348168597,0.263021625827704,0.5844175105355821,0.65,8805.300000000001,3344.8814785873255,0.3798713818481284
747,A11,12,A32,A40,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,106.16666666666669,7.150701457592526,1.0,0,0,3822,mid_career,short_term,low_amount,1,0.7517366155880384,0,1274,430.97060171662247,1,0.0922715486814932,0,0.174807338193012,0.0097357591699745,,,,high_risk,low_exposure,0,0,0,0.7517366155880384,0.45,1274.0,430.97060171662247,0.3382814770146173,0.8844971079262441,0.5,1274.0,563.4246577490176,0.4422485539631221,1.0,0.55,1312.22,721.7210000000001,0.55,1.0,0.65,1337.7,869.5050000000001,0.65
99,A12,20,A33,A41,7057,A65,A74,3,A93,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,352.85,8.861917004235215,1.6666666666666667,0,1,21171,mid_career,medium_term,high_amount,0,0.3901183980555625,1,7057,1238.879490785147,0,0.3546916951193589,1,0.6686282097983658,0.040755180440352,,,,moderate_risk,high_exposure,0,0,0,0.3901183980555625,0.45,7057.0,1238.879490785147,0.17555327912500313,0.46863615776389683,0.5,7057.0,1653.58268266991,0.23431807888194842,0.5671539174722313,0.55,7268.71,2267.3625433082707,0.31193465460972725,0.704683516986122,0.65,7409.85,3394.0394529207506,0.4580442860409793
948,A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,85.16666666666667,7.335633981927201,1.5,0,0,6132,mid_career,medium_term,medium_low_amount,1,0.6101386558831194,0,1533,420.90415176097,1,0.2919005526108724,0,0.5329604288147224,0.0508406764070225,,,,high_risk,medium_low_exposure,0,0,0,0.6101386558831194,0.45,1533.0,420.90415176096997,0.27456239514740377,0.7216594542655873,0.5,1533.0,553.1519716945727,0.36082972713279365,0.8431802526480553,0.55,1578.99,732.2552529208141,0.46374913895643044,1.0,0.65,1609.65,1046.2725,0.65
785,A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,107.83333333333331,7.571473648851271,1.5,0,0,7764,early_career,medium_term,medium_low_amount,0,0.2186688821692678,0,1941,190.99633513074696,1,0.1456065616889367,0,0.2789676516083365,0.012245471769537,,,,moderate_risk,medium_low_exposure,0,0,0,0.2186688821692678,0.45,1941.0,190.99633513074696,0.09840099697617051,0.251469214494658,0.5,1941.0,244.05087266706556,0.125734607247329,0.2842695468200482,0.55,1999.23,312.57611334897473,0.1563482507510265,0.3389367673623651,0.65,2038.0500000000002,449.0005511698644,0.22030889878553733
432,A11,6,A34,A42,1872,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,312.0,7.535296702444088,0.5,0,0,7488,mid_career,short_term,medium_low_amount,0,0.3414230438857313,0,1872,287.61477216934003,1,0.2536370453871545,0,0.4289567123971027,0.0783173783772062,,,,moderate_risk,medium_low_exposure,0,0,0,0.3414230438857313,0.45,1872.0,287.61477216934003,0.1536403697485791,0.39263650046859094,0.5,1872.0,367.5077644386011,0.19631825023429547,0.4438499570514507,0.55,1928.16,470.69755325357886,0.2441174763782979,0.5292057180228835,0.65,1965.6000000000001,676.134393574757,0.3439837167148743
635,A14,12,A32,A46,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,116.08333333333331,7.239932591320469,1.0,0,0,5572,mid_career,short_term,medium_low_amount,0,0.5210541572401026,0,1393,326.62279846595834,1,0.2084638256002318,0,0.3612882065955389,0.0556394446049248,,,,elevated_risk,medium_low_exposure,0,0,0,0.5210541572401026,0.45,1393.0,326.62279846595834,0.2344743707580462,0.619212280826118,0.5,1393.0,431.2813535953912,0.309606140413059,0.7273704044121335,0.55,1434.79,573.9930804005668,0.4000537224266735,0.8876339437221591,0.65,1462.65,843.8935620603905,0.5769620634194035
597,A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,176.70833333333334,8.352790135124629,2.0,0,1,4241,mid_career,medium_term,high_amount,1,0.4942209320995361,1,4241,943.1959378653596,0,0.2212458486891136,0,0.3999168039795999,0.0425748933986273,,,,elevated_risk,high_exposure,0,0,0,0.4942209320995361,0.45,4241.0,943.1959378653597,0.22239941944479125,0.5983540719144665,0.5,4241.0,1268.8098094946263,0.2991770359572333,0.722487211729397,0.55,4368.2300000000005,1735.7946720909874,0.3973679664511684,0.896042444754281,0.65,4453.05,2593.5791755984833,0.5824275890902827
736,A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,481.6666666666667,9.35539264367532,2.0,0,1,11560,young,medium_term,high_amount,1,0.7381487577666561,1,11560,3839.8498379021457,0,0.2615450464432125,0,0.4700886503006137,0.0530014425858113,,,,high_risk,high_exposure,1,1,0,0.7381487577666561,0.45,11560.0,3839.8498379021453,0.3321669409949953,0.8788710714316545,0.5,11560.0,5079.8747928749635,0.4394355357158273,1.0,0.55,11906.800000000001,6548.740000000001,0.55,1.0,0.65,12138.0,7889.7,0.65
639,A11,42,A33,A43,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,104.04761904761904,8.382747094863314,3.5,1,1,13110,early_career,very_long_term,high_amount,1,0.7914018879413202,1,4370,1556.2918126366062,0,0.2628864298698269,0,0.5021361277064305,0.0236367320332234,,,,high_risk,high_exposure,1,0,0,0.7914018879413202,0.45,4370.0,1556.2918126366062,0.3561308495735941,0.9401121711325181,0.5,4370.0,2054.145093924552,0.470056085566259,1.0,0.55,4501.1,2475.6050000000005,0.55,1.0,0.65,4588.5,2982.525,0.65
986,A13,42,A30,A49,6289,A61,A72,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,149.73809523809524,8.746716349694486,3.5,1,1,12578,early_career,very_long_term,high_amount,0,0.9288530644464816,1,6289,2628.7006150367656,0,0.311777142784359,0,0.6136825975903757,0.0098716879783423,,,,high_risk,high_exposure,1,1,0,0.9288530644464816,0.45,6289.0,2628.7006150367656,0.41798387900091677,1.0,0.5,6289.0,3144.5,0.5,1.0,0.55,6477.67,3562.7185000000004,0.55,1.0,0.65,6603.450000000001,4292.2425,0.65
