,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,local_log_odds,local_pd,top_positive_contributors,top_negative_contributors,risk_cluster,expected_loss_proxy,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,risk_narrative
746,A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,167.4,7.828834527588089,1.25,0,0,2511,young,medium_term,medium_high_amount,0,0.7729567560215241,1.2250826025254793,0.7729567560215241,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); duration_bucket_medium_term (0.463),credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); installment_burden_proxy (-0.224); age_years (-0.201),0,873.4024864665212,0.1071840448314575,0,0.203999282261074,0.0103688074018409,"The borrower is assigned high estimated credit risk, with a predicted PD of 77.30%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); duration_bucket_medium_term (0.463). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); installment_rate_pct_income (-0.329); installment_burden_proxy (-0.224); age_years (-0.201). The borrower belongs to risk cluster 0."
107,A12,12,A32,A40,6078,A61,A74,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,506.5,8.712595487748722,1.0,0,1,12156,early_career,short_term,high_amount,0,0.538558826931399,0.15454215599811982,0.538558826931399,credit_amount_per_month (0.845); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); credit_amount_log (0.251),employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258),1,1473.0122475400694,0.1147500308108941,0,0.2033990656655727,0.0261009959562156,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 53.86%. The strongest upward model signals are: credit_amount_per_month (0.845); foreign_worker_A201 (0.651); savings_account_A61 (0.577); purpose_A40 (0.443); credit_amount_log (0.251). The strongest downward model signals are: employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258). The borrower belongs to risk cluster 1."
996,A11,30,A32,A41,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,128.56666666666666,8.257904193465674,2.5,0,0,15428,mid_career,long_term,medium_high_amount,0,0.45588849846386104,-0.17690593321066084,0.45588849846386104,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_years (0.272),purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A122 (-0.200),0,791.2628723588003,0.1873006203093678,0,0.3384821676925481,0.0361190729261876,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 45.59%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); personal_status_sex_A91 (0.526); duration_years (0.272). The strongest downward model signals are: purpose_A41 (-0.919); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); property_A122 (-0.200). The borrower belongs to risk cluster 0."
921,A14,48,A33,A43,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,265.6041666666667,9.453286550586572,4.0,1,1,50996,mid_career,very_long_term,high_amount,0,0.3386429876366913,-0.6693473848902511,0.33864298763669126,installment_burden_proxy (1.544); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); credit_amount_log (0.449),checking_account_status_A14 (-0.992); credit_amount (-0.770); duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467),1,1942.81175222108,0.3734319297147287,1,0.6840842227032853,0.0627796367261721,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 33.86%. The strongest upward model signals are: installment_burden_proxy (1.544); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); credit_amount_log (0.449). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount (-0.770); duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
263,A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,229.0,7.918992488165245,1.0,0,0,5496,senior,short_term,medium_high_amount,0,0.42223116184952675,-0.313620913726099,0.42223116184952675,purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); housing_A153 (-0.497); duration_years (-0.258),0,522.1310547431248,0.3480263946312455,1,0.6308498434440301,0.065202945818461,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 42.22%. The strongest upward model signals are: purpose_A46 (0.982); foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); other_installment_plans_A141 (0.525). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); housing_A153 (-0.497); duration_years (-0.258). The borrower belongs to risk cluster 0. The borrower is also flagged as an anomalous profile and may deserve additional review."
13,A11,24,A34,A40,1199,A61,A75,4,A93,A101,4,A123,60,A143,A152,2,A172,1,A191,A201,49.958333333333336,7.090076835776092,2.0,0,0,4796,senior,medium_term,low_amount,1,0.822457718938012,1.533088292055996,0.822457718938012,credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463),credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.277); age_bucket_senior (-0.187),0,443.7570622530044,0.1431982486980337,0,0.2723908650798842,0.0140056323161832,"The borrower is assigned high estimated credit risk, with a predicted PD of 82.25%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463). The strongest downward model signals are: credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.277); age_bucket_senior (-0.187). The borrower belongs to risk cluster 0."
375,A11,48,A31,A49,7685,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,160.10416666666666,8.94715577112479,4.0,1,1,15370,mid_career,very_long_term,high_amount,1,0.774421217350893,1.23344646736582,0.774421217350893,duration_years (0.802); duration_months (0.802); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577),duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),1,2678.142174903726,0.3499216332996412,1,0.6905472685046324,0.00929599809465,"The borrower is assigned high estimated credit risk, with a predicted PD of 77.44%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577). The strongest downward model signals are: duration_bucket_very_long_term (-0.610); employment_since_A74 (-0.557); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
974,A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,94.36666666666666,7.94873845481361,2.5,0,0,11324,early_career,long_term,medium_high_amount,0,0.11254469573339805,-2.065007720540115,0.11254469573339805,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.272); duration_months (0.272); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251),0,143.37631512956244,0.0713710218688818,0,0.1307464183981166,0.0119956253396471,"The borrower is assigned low estimated credit risk, with a predicted PD of 11.25%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.272); duration_months (0.272); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
998,A11,45,A32,A43,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,41.0,7.520776415062797,3.75,1,0,7380,young,very_long_term,medium_low_amount,1,0.7433713535764384,1.063565638397261,0.7433713535764385,duration_years (0.713); duration_months (0.713); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624),duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.299),1,617.184066306838,0.1941034512171871,0,0.3577057007767161,0.0305012016576581,"The borrower is assigned high estimated credit risk, with a predicted PD of 74.34%. The strongest upward model signals are: duration_years (0.713); duration_months (0.713); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); property_A124 (0.624). The strongest downward model signals are: duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount_per_month (-0.299). The borrower belongs to risk cluster 1."
283,A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,101.33333333333331,7.327123292259293,1.25,0,0,6080,senior,medium_term,medium_low_amount,0,0.05957607031271408,-2.7590767740016613,0.059576070312714106,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.451); purpose_A42 (0.201); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409),0,40.75003209389643,0.112161388808253,0,0.2116530844764275,0.0126696931400784,"The borrower is assigned low estimated credit risk, with a predicted PD of 5.96%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_years (0.451); purpose_A42 (0.201); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409). The borrower belongs to risk cluster 0."
134,A14,60,A32,A43,10144,A62,A74,2,A92,A101,4,A121,21,A143,A152,1,A173,1,A192,A201,169.06666666666666,9.224736252259914,5.0,1,1,20288,young,very_long_term,high_amount,0,0.3718587671390342,-0.5242509103179357,0.3718587671390343,duration_years (1.155); duration_months (1.155); foreign_worker_A201 (0.651); age_bucket_young (0.459); installment_burden_proxy (0.424),checking_account_status_A14 (-0.992); duration_bucket_very_long_term (-0.610); credit_amount (-0.560); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428),1,1697.4609002362636,0.2573041660886733,0,0.4949501031255304,0.0196582290518161,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 37.19%. The strongest upward model signals are: duration_years (1.155); duration_months (1.155); foreign_worker_A201 (0.651); age_bucket_young (0.459); installment_burden_proxy (0.424). The strongest downward model signals are: checking_account_status_A14 (-0.992); duration_bucket_very_long_term (-0.610); credit_amount (-0.560); employment_since_A74 (-0.557); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 1."
78,A14,54,A30,A41,9436,A65,A73,2,A93,A101,2,A122,39,A143,A152,1,A172,2,A191,A201,174.74074074074073,9.152393412021333,4.5,1,1,18872,mid_career,very_long_term,high_amount,0,0.25867485823243797,-1.0528674174292934,0.25867485823243797,duration_years (0.978); duration_months (0.978); credit_history_A30 (0.693); foreign_worker_A201 (0.651); installment_burden_proxy (0.372),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); duration_bucket_very_long_term (-0.610); credit_amount (-0.503); personal_status_sex_A93 (-0.467),1,1098.385183026578,0.343881906821852,0,0.6602983328210439,0.0274654808226602,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 25.87%. The strongest upward model signals are: duration_years (0.978); duration_months (0.978); credit_history_A30 (0.693); foreign_worker_A201 (0.651); installment_burden_proxy (0.372). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); duration_bucket_very_long_term (-0.610); credit_amount (-0.503); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 1."
336,A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,161.6153846153846,7.650644551436897,1.0833333333333333,0,0,4202,young,medium_term,medium_low_amount,0,0.49747639319623926,-0.010094512932727562,0.4974763931962395,foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459); employment_since_A72 (0.341),other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); duration_years (-0.229); duration_months (-0.229),0,470.33905594738445,0.1865521370334491,0,0.3514092194979357,0.0216950545689625,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 49.75%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); age_bucket_young (0.459); employment_since_A72 (0.341). The strongest downward model signals are: other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251); duration_years (-0.229); duration_months (-0.229). The borrower belongs to risk cluster 0."
353,A11,12,A30,A43,6199,A61,A73,4,A93,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,516.5833333333334,8.732304571033183,1.0,0,1,24796,early_career,short_term,high_amount,1,0.8898748364618011,2.0894632503688113,0.8898748364618012,credit_amount_per_month (0.870); checking_account_status_A11 (0.698); credit_history_A30 (0.693); foreign_worker_A201 (0.651); installment_burden_proxy (0.588),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); purpose_A43 (-0.251),1,2482.3503500520173,0.2427384376655934,0,0.4238584447903536,0.0616184305408332,"The borrower is assigned high estimated credit risk, with a predicted PD of 88.99%. The strongest upward model signals are: credit_amount_per_month (0.870); checking_account_status_A11 (0.698); credit_history_A30 (0.693); foreign_worker_A201 (0.651); installment_burden_proxy (0.588). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258); duration_months (-0.258); purpose_A43 (-0.251). The borrower belongs to risk cluster 1."
182,A11,21,A31,A40,1647,A65,A73,4,A93,A101,2,A122,40,A143,A152,2,A172,2,A191,A201,78.42857142857143,7.4073177104694174,1.75,0,0,6588,mid_career,medium_term,medium_low_amount,1,0.6655737705453652,0.6882331659981511,0.665573770545365,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); purpose_A40 (0.443); people_liable (0.308),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_per_month (-0.207),0,493.2900000396974,0.2281721818264006,0,0.4285476902040626,0.0277966734487387,"The borrower is assigned high estimated credit risk, with a predicted PD of 66.56%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); purpose_A40 (0.443); people_liable (0.308). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); savings_account_A65 (-0.409); credit_amount_per_month (-0.207). The borrower belongs to risk cluster 0."
297,A14,10,A32,A40,1287,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,128.7,7.160845906664299,0.8333333333333334,0,0,5148,mid_career,short_term,low_amount,0,0.054827577856430436,-2.847174055221525,0.054827577856430436,credit_amount_bucket_low_amount (0.769); purpose_A40 (0.443); other_debtors_guarantors_A102 (0.440); installment_rate_pct_income (0.179); job_A172 (0.166),checking_account_status_A14 (-0.992); foreign_worker_A202 (-0.667); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),0,31.75339171555169,0.2644442072335102,0,0.4976305340045507,0.0312578804624696,"The borrower is assigned low estimated credit risk, with a predicted PD of 5.48%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); purpose_A40 (0.443); other_debtors_guarantors_A102 (0.440); installment_rate_pct_income (0.179); job_A172 (0.166). The strongest downward model signals are: checking_account_status_A14 (-0.992); foreign_worker_A202 (-0.667); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 0."
563,A12,36,A32,A40,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,344.1388888888889,9.424644974623188,3.0,1,1,12389,mid_career,long_term,high_amount,1,0.4543204048349229,-0.18322929480789268,0.45432040483492286,foreign_worker_A201 (0.651); property_A124 (0.624); duration_years (0.448); duration_months (0.448); credit_amount_per_month (0.446),credit_amount (-0.741); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),1,2532.858972974937,0.255403366677162,0,0.4899842136831186,0.0208225196712054,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 45.43%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); duration_years (0.448); duration_months (0.448); credit_amount_per_month (0.446). The strongest downward model signals are: credit_amount (-0.741); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 1."
534,A14,24,A32,A43,3105,A65,A72,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,129.375,8.041091003708633,2.0,0,0,12420,young,medium_term,medium_high_amount,0,0.19475525236871927,-1.419402611346018,0.19475525236871927,foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_bucket_young (0.459); employment_since_A72 (0.341); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409),0,272.121776372193,0.0739618973038822,0,0.1395104577918803,0.0084133368158841,"The borrower is assigned low estimated credit risk, with a predicted PD of 19.48%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_bucket_medium_term (0.463); age_bucket_young (0.459); employment_since_A72 (0.341); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); savings_account_A65 (-0.409). The borrower belongs to risk cluster 0."
167,A12,11,A32,A42,1577,A64,A72,4,A92,A101,1,A121,20,A143,A152,1,A173,1,A191,A201,143.36363636363637,7.363913501405819,0.9166666666666666,0,0,6308,young,short_term,medium_low_amount,0,0.3332128829669394,-0.693689256191897,0.3332128829669394,foreign_worker_A201 (0.651); age_bucket_young (0.459); employment_since_A72 (0.341); checking_account_status_A12 (0.237); purpose_A42 (0.201),savings_account_A64 (-0.622); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.288); duration_months (-0.288),0,236.46452239748857,0.1350803850651471,0,0.2634444577308285,0.0067163123994657,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 33.32%. The strongest upward model signals are: foreign_worker_A201 (0.651); age_bucket_young (0.459); employment_since_A72 (0.341); checking_account_status_A12 (0.237); purpose_A42 (0.201). The strongest downward model signals are: savings_account_A64 (-0.622); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.288); duration_months (-0.288). The borrower belongs to risk cluster 0."
2,A14,12,A34,A46,2096,A61,A74,2,A93,A101,3,A121,49,A143,A152,1,A172,2,A191,A201,174.66666666666666,7.64826303090192,1.0,0,0,4192,mid_career,short_term,medium_low_amount,0,0.07521931000471098,-2.5091486375342287,0.07521931000471098,purpose_A46 (0.982); foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); age_years (0.223),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428),0,70.9468531964434,0.1572364120179729,0,0.2976958152957635,0.0167770087401824,"The borrower is assigned low estimated credit risk, with a predicted PD of 7.52%. The strongest upward model signals are: purpose_A46 (0.982); foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); age_years (0.223). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0."
28,A12,7,A32,A43,2415,A61,A73,3,A93,A103,2,A121,34,A143,A152,1,A173,1,A191,A201,345.0,7.789868559054706,0.5833333333333334,0,0,7245,early_career,short_term,medium_high_amount,0,0.12684046634369694,-1.9291881547257088,0.12684046634369694,foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount_per_month (0.448); checking_account_status_A12 (0.237); telephone_A191 (0.166),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); duration_years (-0.405),0,137.84387679901266,0.1291160417181676,0,0.238066207804137,0.0201658756321982,"The borrower is assigned low estimated credit risk, with a predicted PD of 12.68%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); credit_amount_per_month (0.448); checking_account_status_A12 (0.237); telephone_A191 (0.166). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); duration_years (-0.405). The borrower belongs to risk cluster 0."
993,A11,36,A32,A42,3959,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,109.97222222222224,8.283999304248526,3.0,1,0,15836,early_career,long_term,medium_high_amount,0,0.7600323285414131,1.152856757917232,0.7600323285414131,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); telephone_A192 (-0.182),1,1354.0355949129544,0.12713266153161,0,0.2410215583518309,0.013243764711389,"The borrower is assigned high estimated credit risk, with a predicted PD of 76.00%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_years (0.448); duration_months (0.448). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); telephone_A192 (-0.182). The borrower belongs to risk cluster 1."
860,A14,24,A34,A41,5804,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,241.83333333333337,8.666474894131992,2.0,0,1,23216,early_career,medium_term,high_amount,0,0.05132612367182529,-2.9168652338062224,0.05132612367182531,foreign_worker_A201 (0.651); installment_burden_proxy (0.531); duration_bucket_medium_term (0.463); credit_amount_log (0.239); credit_amount_per_month (0.195),checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); savings_account_A64 (-0.622); personal_status_sex_A93 (-0.467),1,134.05356980607328,0.1776397441073884,0,0.3437335449772092,0.0115459432375676,"The borrower is assigned low estimated credit risk, with a predicted PD of 5.13%. The strongest upward model signals are: foreign_worker_A201 (0.651); installment_burden_proxy (0.531); duration_bucket_medium_term (0.463); credit_amount_log (0.239); credit_amount_per_month (0.195). The strongest downward model signals are: checking_account_status_A14 (-0.992); purpose_A41 (-0.919); credit_history_A34 (-0.877); savings_account_A64 (-0.622); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 1."
178,A14,12,A32,A43,1963,A61,A74,4,A93,A101,2,A123,31,A143,A151,2,A174,2,A192,A201,163.58333333333334,7.582738488914411,1.0,0,0,7852,early_career,short_term,medium_low_amount,0,0.1505070196099532,-1.7306299528246458,0.15050701960995316,foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); people_liable (0.308); installment_rate_pct_income (0.179),checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258),0,132.95037577245216,0.1504481959477785,0,0.2733931330845368,0.0275032588110202,"The borrower is assigned low estimated credit risk, with a predicted PD of 15.05%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); people_liable (0.308); installment_rate_pct_income (0.179). The strongest downward model signals are: checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); duration_years (-0.258). The borrower belongs to risk cluster 0."
788,A12,48,A33,A46,6224,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,129.66666666666666,8.736328721332908,4.0,1,1,24896,mid_career,very_long_term,high_amount,1,0.928393345820361,2.5622675018935945,0.928393345820361,purpose_A46 (0.982); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); property_A124 (0.624),duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),1,2600.244082973667,0.268651113546372,0,0.5225946060629209,0.0147076210298232,"The borrower is assigned high estimated credit risk, with a predicted PD of 92.84%. The strongest upward model signals are: purpose_A46 (0.982); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); property_A124 (0.624). The strongest downward model signals are: duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 1."
293,A13,42,A34,A41,4796,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,114.1904761904762,8.475746001502063,3.5,1,1,19184,senior,very_long_term,high_amount,0,0.36538271205778217,-0.5520767905958031,0.3653827120577823,foreign_worker_A201 (0.651); duration_years (0.625); duration_months (0.625); property_A124 (0.624); savings_account_A61 (0.577),purpose_A41 (-0.919); credit_history_A34 (-0.877); duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467),1,788.5689691631055,0.2733093221812517,0,0.5259680552342911,0.0206505891282122,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 36.54%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_years (0.625); duration_months (0.625); property_A124 (0.624); savings_account_A61 (0.577). The strongest downward model signals are: purpose_A41 (-0.919); credit_history_A34 (-0.877); duration_bucket_very_long_term (-0.610); housing_A153 (-0.497); personal_status_sex_A93 (-0.467). The borrower belongs to risk cluster 1."
