,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket
878,A11,9,A32,A40,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,158.0,7.260522598089852,0.75,0,0,4266,early_career,short_term,medium_low_amount
60,A12,9,A32,A49,1391,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,154.55555555555554,7.238496840894365,0.75,0,0,2782,early_career,short_term,medium_low_amount
812,A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,267.47222222222223,9.172638504792172,3.0,1,1,38516,young,long_term,high_amount
281,A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,131.16666666666666,7.362010551259734,1.0,0,0,6296,mid_career,short_term,medium_low_amount
480,A12,12,A34,A43,3573,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,297.75,8.181440695719374,1.0,0,0,3573,young,short_term,medium_high_amount
935,A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,63.96666666666667,7.560080465021827,2.5,0,0,7676,early_career,long_term,medium_low_amount
619,A14,12,A32,A40,640,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,53.333333333333336,6.46302945692067,1.0,0,0,2560,mid_career,short_term,low_amount
181,A12,36,A33,A49,4455,A61,A73,2,A91,A101,2,A121,30,A142,A152,2,A174,1,A192,A201,123.75,8.40200678160712,3.0,1,1,8910,early_career,long_term,high_amount
427,A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,63.833333333333336,7.047517221357296,1.5,0,0,4596,mid_career,medium_term,low_amount
449,A12,15,A33,A45,1512,A64,A73,3,A94,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,100.8,7.321849713788356,1.25,0,0,4536,senior,medium_term,medium_low_amount
209,A14,12,A32,A41,1413,A64,A74,3,A93,A101,2,A122,55,A143,A152,1,A173,1,A191,A202,117.75,7.254177846456518,1.0,0,0,4239,senior,short_term,medium_low_amount
760,A14,15,A34,A40,5045,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,336.3333333333333,8.526351129201004,1.25,0,1,5045,senior,medium_term,high_amount
207,A12,12,A34,A44,1424,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,118.66666666666667,7.261927092702751,1.0,0,0,5696,early_career,short_term,medium_low_amount
748,A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,249.9047619047619,8.5657928612523,1.75,0,1,5248,early_career,medium_term,high_amount
585,A11,18,A32,A42,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,113.27777777777777,7.620705086838262,1.5,0,0,2039,young,medium_term,medium_low_amount
321,A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,80.75,7.569927655242652,2.0,0,0,7752,early_career,medium_term,medium_low_amount
186,A12,9,A31,A41,5129,A61,A75,2,A92,A101,4,A124,74,A141,A153,1,A174,2,A192,A201,569.8888888888889,8.542860938164814,0.75,0,1,10258,senior,short_term,high_amount
824,A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,210.0,8.237743803890933,1.5,0,0,11340,early_career,medium_term,medium_high_amount
676,A14,24,A34,A42,5150,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,214.58333333333334,8.546946149565585,2.0,0,1,20600,early_career,medium_term,high_amount
327,A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,63.541666666666664,7.330405211844402,2.0,0,0,6100,early_career,medium_term,medium_low_amount
452,A14,12,A30,A42,2759,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,229.91666666666666,7.9229859587111955,1.0,0,0,5518,early_career,short_term,medium_high_amount
25,A11,6,A32,A42,1374,A61,A73,1,A93,A101,2,A121,36,A141,A152,1,A172,1,A192,A201,229.0,7.226209010100671,0.5,0,0,1374,mid_career,short_term,medium_low_amount
224,A14,15,A32,A41,4657,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,310.46666666666664,8.446341450444287,1.25,0,1,13971,early_career,medium_term,high_amount
835,A11,12,A30,A40,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,90.16666666666667,6.9874902470009905,1.0,0,0,4328,mid_career,short_term,low_amount
825,A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,76.28571428571429,7.3796321526095525,1.75,0,0,6408,early_career,medium_term,medium_low_amount
156,A11,9,A34,A45,1288,A62,A75,3,A93,A103,4,A121,48,A143,A152,2,A173,2,A191,A202,143.11111111111111,7.161622002939187,0.75,0,0,3864,mid_career,short_term,low_amount
634,A12,24,A32,A40,1355,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,56.458333333333336,7.212294468500341,2.0,0,0,4065,young,medium_term,low_amount
145,A12,48,A31,A49,3566,A62,A74,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,74.29166666666667,8.17948018535889,4.0,1,0,14264,early_career,very_long_term,medium_high_amount
633,A14,9,A32,A42,1980,A61,A72,2,A92,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,220.0,7.591357046698551,0.75,0,0,3960,young,short_term,medium_low_amount
295,A12,48,A32,A42,9960,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,207.5,9.206432747145165,4.0,1,1,9960,early_career,very_long_term,high_amount
470,A12,24,A32,A43,3092,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,128.83333333333334,8.03689677268507,2.0,0,0,9276,young,medium_term,medium_high_amount
299,A12,21,A34,A42,2745,A64,A74,3,A93,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,130.71428571428572,7.917900586327916,1.75,0,0,8235,early_career,medium_term,medium_high_amount
611,A13,10,A32,A40,1240,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,124.0,7.123672785204607,0.8333333333333334,0,0,1240,mid_career,short_term,low_amount
897,A14,12,A34,A42,1592,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,132.66666666666666,7.373374309910049,1.0,0,0,4776,early_career,short_term,medium_low_amount
42,A12,18,A33,A45,6204,A61,A73,2,A93,A101,4,A121,44,A143,A152,1,A172,2,A192,A201,344.6666666666667,8.733110697638708,1.5,0,1,12408,mid_career,medium_term,high_amount
636,A14,24,A32,A43,1376,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,57.333333333333336,7.227662498728654,2.0,0,0,5504,early_career,medium_term,medium_low_amount
903,A14,15,A32,A43,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,92.4,7.234898420314831,1.25,0,0,5544,mid_career,medium_term,medium_low_amount
642,A14,15,A32,A46,4623,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,308.2,8.439015410352214,1.25,0,1,13869,mid_career,medium_term,high_amount
205,A11,30,A34,A41,10623,A61,A75,3,A93,A101,4,A124,38,A143,A153,3,A174,2,A192,A201,354.1,9.270870871716214,2.5,0,1,31869,mid_career,long_term,high_amount
363,A14,6,A32,A42,1766,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,294.3333333333333,7.4770384723196965,0.5,0,0,1766,young,short_term,medium_low_amount
312,A13,24,A32,A42,3749,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,156.20833333333334,8.229511118964457,2.0,0,0,7498,early_career,medium_term,medium_high_amount
695,A14,6,A32,A41,1236,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,206.0,7.1204443723924875,0.5,0,0,2472,mid_career,short_term,low_amount
366,A14,18,A34,A41,3850,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,213.88888888888889,8.25608813381491,1.5,0,0,11550,early_career,medium_term,medium_high_amount
149,A14,18,A34,A43,1582,A64,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A191,A201,87.88888888888889,7.367077059881012,1.5,0,0,6328,mid_career,medium_term,medium_low_amount
250,A11,6,A34,A40,666,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,111.0,6.502790045915623,0.5,0,0,1998,mid_career,short_term,low_amount
565,A12,24,A33,A43,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,64.70833333333333,7.348587530927593,2.0,0,0,4659,young,medium_term,medium_low_amount
340,A12,24,A34,A46,5743,A61,A72,2,A92,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,239.29166666666666,8.65591111072806,2.0,0,1,11486,young,medium_term,high_amount
137,A12,12,A32,A43,766,A63,A73,4,A93,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,63.833333333333336,6.642486801367256,1.0,0,0,3064,senior,short_term,low_amount
204,A14,12,A34,A40,1495,A61,A75,4,A93,A101,1,A121,38,A143,A152,2,A172,2,A191,A201,124.58333333333333,7.310550158534422,1.0,0,0,5980,mid_career,short_term,medium_low_amount
703,A12,30,A33,A49,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,83.43333333333334,7.825644732219989,2.5,0,0,10012,mid_career,long_term,medium_high_amount
911,A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,197.33333333333334,8.463159302923751,2.0,0,1,9472,young,medium_term,high_amount
757,A13,15,A34,A43,1271,A65,A73,3,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,84.73333333333333,7.148345743900068,1.25,0,0,3813,mid_career,medium_term,low_amount
616,A12,60,A33,A43,9157,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,152.61666666666667,9.12238309321704,5.0,1,1,18314,early_career,very_long_term,high_amount
280,A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,224.53333333333333,8.122371243406553,1.25,0,0,10104,young,medium_term,medium_high_amount
333,A14,48,A34,A41,11590,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,241.45833333333334,9.357984213888745,4.0,1,1,23180,young,very_long_term,high_amount
162,A14,15,A32,A44,1262,A63,A74,4,A93,A101,3,A122,36,A143,A152,2,A173,1,A192,A201,84.13333333333334,7.141245122350491,1.25,0,0,5048,mid_career,medium_term,low_amount
627,A12,9,A31,A40,1437,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,159.66666666666666,7.271008538280992,0.75,0,0,2874,early_career,short_term,medium_low_amount
688,A14,9,A32,A43,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,305.8888888888889,7.9208096792886,0.75,0,0,8259,early_career,short_term,medium_high_amount
461,A11,15,A32,A40,1721,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,114.73333333333333,7.451241684987676,1.25,0,0,3442,mid_career,medium_term,medium_low_amount
361,A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,283.25,8.131530710604252,1.0,0,0,6798,mid_career,short_term,medium_high_amount
360,A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,68.83333333333333,7.122866658599083,1.5,0,0,4956,senior,medium_term,low_amount
535,A13,21,A34,A46,2319,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,110.42857142857143,7.749322464660356,1.75,0,0,4638,early_career,medium_term,medium_low_amount
344,A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,394.9,8.281470857895167,0.8333333333333334,0,0,3949,mid_career,short_term,medium_high_amount
547,A14,24,A32,A43,1552,A61,A74,3,A93,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,64.66666666666667,7.347943823148687,2.0,0,0,4656,early_career,medium_term,medium_low_amount
400,A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,81.83333333333333,7.295735072749282,1.5,0,0,4419,mid_career,medium_term,medium_low_amount
185,A14,15,A34,A43,1360,A61,A73,4,A93,A101,2,A122,31,A143,A152,2,A173,1,A191,A201,90.66666666666667,7.215975002651466,1.25,0,0,5440,early_career,medium_term,low_amount
885,A11,12,A32,A46,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,66.25,6.679599185844383,1.0,0,0,3180,senior,short_term,low_amount
672,A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,172.76666666666668,9.246382963323112,5.0,1,1,20732,mid_career,very_long_term,high_amount
949,A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,150.875,8.19478163844336,2.0,0,0,7242,early_career,medium_term,medium_high_amount
406,A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,91.54166666666667,7.6953031349635665,2.0,0,0,8788,mid_career,medium_term,medium_low_amount
596,A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,60.083333333333336,7.274479558773871,2.0,0,0,5768,young,medium_term,medium_low_amount
981,A14,48,A32,A49,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,100.91666666666667,8.485702524324866,4.0,1,1,14532,early_career,very_long_term,high_amount
880,A14,24,A32,A41,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,325.5833333333333,8.963800242855577,2.0,0,1,23442,mid_career,medium_term,high_amount
324,A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,57.111111111111114,6.9363427358340495,1.5,0,0,4112,mid_career,medium_term,low_amount
718,A13,24,A34,A43,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,131.16666666666666,8.054840221101024,2.0,0,0,9444,early_career,medium_term,medium_high_amount
153,A12,24,A34,A41,7758,A64,A75,2,A92,A101,4,A124,29,A143,A151,1,A173,1,A191,A201,323.25,8.95660873889395,2.0,0,1,15516,early_career,medium_term,high_amount
819,A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,74.72222222222223,7.204892510204673,1.5,0,0,5380,early_career,medium_term,low_amount
595,A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,155.16666666666666,6.837332814685591,0.5,0,0,931,early_career,short_term,low_amount
384,A14,30,A33,A49,4272,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,142.4,8.360071435644025,2.5,0,1,8544,early_career,long_term,high_amount
459,A14,18,A32,A43,4594,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,255.22222222222223,8.432724034789787,1.5,0,1,13782,early_career,medium_term,high_amount
744,A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,363.56410256410254,9.559587800086119,3.25,1,1,56716,early_career,very_long_term,high_amount
56,A12,12,A32,A43,6468,A65,A71,2,A93,A101,1,A124,52,A143,A152,1,A174,1,A192,A201,539.0,8.774776816043985,1.0,0,1,12936,senior,short_term,high_amount
481,A12,24,A32,A40,1201,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,50.041666666666664,7.091742115095153,2.0,0,0,4804,early_career,medium_term,low_amount
335,A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,564.0,8.127109185346375,0.5,0,0,3384,mid_career,short_term,medium_high_amount
102,A14,6,A33,A43,932,A61,A73,3,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,155.33333333333334,6.838405200847344,0.5,0,0,2796,young,short_term,low_amount
855,A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,61.416666666666664,7.29641326877392,2.0,0,0,5896,early_career,medium_term,medium_low_amount
486,A14,12,A32,A43,3077,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,256.4166666666667,8.032035314398824,1.0,0,0,6154,senior,short_term,medium_high_amount
119,A12,12,A34,A40,2366,A63,A74,3,A91,A101,3,A123,36,A143,A152,1,A174,1,A192,A201,197.16666666666666,7.769378609513984,1.0,0,0,7098,mid_career,short_term,medium_high_amount
87,A12,36,A32,A46,12612,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,350.3333333333333,9.442483307087192,3.0,1,1,12612,mid_career,long_term,high_amount
961,A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,112.04761904761905,7.763871287820222,1.75,0,0,2353,mid_career,medium_term,medium_high_amount
48,A14,11,A34,A40,7228,A61,A73,1,A93,A101,4,A122,39,A143,A152,2,A172,1,A191,A201,657.0909090909091,8.885855993000296,0.9166666666666666,0,1,7228,mid_career,short_term,high_amount
260,A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,138.08333333333334,7.4133673356952405,1.0,0,0,3314,early_career,short_term,medium_low_amount
829,A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,139.1875,8.807172622916703,4.0,1,1,26724,mid_career,very_long_term,high_amount
702,A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,57.375,7.228388451573604,2.0,0,0,5508,mid_career,medium_term,medium_low_amount
685,A14,60,A32,A40,6527,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,108.78333333333333,8.783855896643942,5.0,1,1,26108,early_career,very_long_term,high_amount
29,A11,60,A33,A49,6836,A61,A75,3,A93,A101,4,A124,63,A143,A152,2,A173,1,A192,A201,113.93333333333334,8.830104317913793,5.0,1,1,20508,senior,very_long_term,high_amount
197,A12,12,A32,A42,951,A62,A72,4,A92,A101,4,A123,27,A141,A151,4,A173,1,A191,A201,79.25,6.858565034791365,1.0,0,0,3804,early_career,short_term,low_amount
613,A11,24,A31,A41,3632,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,151.33333333333334,8.197814032221203,2.0,0,0,3632,young,medium_term,medium_high_amount
638,A14,12,A32,A43,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,124.41666666666667,7.309212365692763,1.0,0,0,5972,early_career,short_term,medium_low_amount
146,A11,6,A34,A40,860,A61,A75,1,A92,A101,4,A124,39,A143,A152,2,A173,1,A192,A201,143.33333333333334,6.7580945044277305,0.5,0,0,860,mid_career,short_term,low_amount
245,A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,52.416666666666664,7.138073034044347,2.0,0,0,5032,young,medium_term,low_amount
307,A11,12,A32,A43,727,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,60.583333333333336,6.590301048196686,1.0,0,0,2908,early_career,short_term,low_amount
116,A11,42,A32,A43,7174,A65,A74,4,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,170.8095238095238,8.878358040627822,3.5,1,1,28696,early_career,very_long_term,high_amount
891,A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,121.93333333333334,7.512071245835466,1.25,0,0,7316,mid_career,medium_term,medium_low_amount
415,A14,36,A34,A41,5842,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,162.27777777777777,8.672999642554437,3.0,1,1,11684,early_career,long_term,high_amount
169,A12,24,A34,A49,1935,A61,A75,4,A91,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,80.625,7.568379267836522,2.0,0,0,7740,early_career,medium_term,medium_low_amount
264,A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,123.1,7.116394144093465,0.8333333333333334,0,0,3693,early_career,short_term,low_amount
15,A11,24,A32,A43,1282,A62,A73,4,A92,A101,2,A123,32,A143,A152,1,A172,1,A191,A201,53.416666666666664,7.1569563646156364,2.0,0,0,5128,early_career,medium_term,low_amount
965,A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,57.166666666666664,7.447751280047908,2.5,0,0,6860,early_career,long_term,medium_low_amount
215,A12,6,A34,A48,932,A65,A74,1,A92,A101,3,A122,39,A143,A152,2,A172,1,A191,A201,155.33333333333334,6.838405200847344,0.5,0,0,932,mid_career,short_term,low_amount
632,A12,15,A32,A43,1444,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,96.26666666666667,7.275864600546533,1.25,0,0,5776,young,medium_term,medium_low_amount
45,A14,11,A34,A40,1393,A61,A72,4,A92,A101,4,A123,35,A143,A152,2,A174,1,A191,A201,126.63636363636364,7.2399325913204695,0.9166666666666666,0,0,5572,early_career,short_term,medium_low_amount
758,A14,24,A32,A40,1393,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,58.041666666666664,7.2399325913204695,2.0,0,0,2786,early_career,medium_term,medium_low_amount
98,A12,36,A34,A43,2337,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,64.91666666666667,7.757051142032013,3.0,1,0,9348,mid_career,long_term,medium_high_amount
960,A14,6,A34,A43,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,290.0,7.462214939768189,0.5,0,0,3480,early_career,short_term,medium_low_amount
385,A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,124.33333333333333,7.713784616598755,1.5,0,0,4476,young,medium_term,medium_low_amount
356,A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,194.25,7.754481547470383,1.0,0,0,2331,mid_career,short_term,medium_high_amount
582,A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,154.22222222222223,7.236339342754344,0.75,0,0,5552,early_career,short_term,medium_low_amount
63,A12,48,A30,A49,14421,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,300.4375,9.576510097476705,4.0,1,1,28842,young,very_long_term,high_amount
247,A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,200.66666666666666,7.094234845924755,0.5,0,0,4816,early_career,short_term,low_amount
776,A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,98.19444444444444,8.170751423757535,3.0,1,0,14140,mid_career,long_term,medium_high_amount
689,A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,304.25,8.20303024171486,1.0,0,0,3651,early_career,short_term,medium_high_amount
354,A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,72.7,6.590301048196686,0.8333333333333334,0,0,2908,mid_career,short_term,low_amount
40,A14,30,A32,A43,2333,A63,A75,4,A93,A101,2,A123,30,A141,A152,1,A174,1,A191,A201,77.76666666666667,7.755338812846501,2.5,0,0,9332,early_career,long_term,medium_high_amount
872,A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,57.583333333333336,7.232010331664759,2.0,0,0,5528,early_career,medium_term,medium_low_amount
126,A11,12,A32,A43,701,A61,A73,4,A94,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,58.416666666666664,6.553933404025811,1.0,0,0,2804,mid_career,short_term,low_amount
328,A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,124.25,8.406038142050075,3.0,1,1,17892,early_career,long_term,high_amount
543,A13,18,A32,A42,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,159.11111111111111,7.9603236291488395,1.5,0,0,5728,early_career,medium_term,medium_high_amount
773,A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,92.625,7.707062655370473,2.0,0,0,8892,senior,medium_term,medium_low_amount
526,A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,102.13333333333334,7.334981878871814,1.25,0,0,6128,early_career,medium_term,medium_low_amount
820,A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,91.75,7.004881989712859,1.0,0,0,3303,early_career,short_term,low_amount
265,A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,53.46666666666667,6.688354713946762,1.25,0,0,3208,mid_career,medium_term,low_amount
533,A14,24,A32,A43,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,54.625,7.179307969504034,2.0,0,0,5244,early_career,medium_term,low_amount
113,A14,36,A34,A40,7855,A61,A73,4,A92,A101,2,A121,25,A142,A152,2,A173,1,A192,A201,218.19444444444446,8.969032850034301,3.0,1,1,31420,young,long_term,high_amount
437,A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,53.625,7.160845906664299,2.0,0,0,5148,mid_career,medium_term,low_amount
581,A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,260.3333333333333,8.047189562170502,1.0,0,0,3124,mid_career,short_term,medium_high_amount
918,A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,98.29166666666667,7.7664168980196555,2.0,0,0,2359,early_career,medium_term,medium_high_amount
168,A14,24,A32,A42,3972,A61,A74,2,A92,A101,4,A122,25,A143,A151,1,A173,1,A192,A201,165.5,8.287276755814599,2.0,0,0,7944,young,medium_term,medium_high_amount
401,A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,104.83333333333333,7.543273346705446,1.5,0,0,7548,early_career,medium_term,medium_low_amount
339,A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,152.1,7.3277805384216315,0.8333333333333334,0,0,6084,early_career,short_term,medium_low_amount
706,A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,136.66666666666666,8.788898309344878,4.0,1,1,19680,young,very_long_term,high_amount
358,A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,64.66666666666667,6.655440350367647,1.0,0,0,3104,early_career,short_term,low_amount
